year_month,strategy,pnl,pnl_pct,total_trades,completed_trades,winning_trades,losing_trades,win_rate
2025-11,moderate,1.2405083330008893,0.04136767879735359,20,10,0,0,0.0
2025-12,moderate,-6.823242159750066,-0.6814788358004324,4,2,0,0,0.0
