strategy,pnl_sum,pnl_mean,pnl_std,pnl_min,pnl_max,pnl_pct_mean,pnl_pct_std,pnl_pct_min,pnl_pct_max,total_trades_sum,completed_trades_sum,winning_trades_sum,losing_trades_sum,win_rate_mean
moderate,-5.582733826749177,-1.3956834566872942,3.712685802978638,-6.823242159750066,1.1280001932005916,-0.13934394985209292,0.3708431805811106,-0.6814788358004324,0.1127025194531043,24,12,0,0,0.0
